Province,District,Ward,Road,Area,Frontage,Access Road,House direction,Balcony direction,Floors,Bedrooms,Bathrooms,Legal status,Furniture state,Price
Đà Nẵng,Sơn Trà,Phường Mân Thái,Đường Đinh Lễ,110,,5.5,Tây - Bắc,,3,3,2,Have certificate,,5.5
Hà Nội.,Nam Từ Liêm,Phường Mỹ Đình 1,Đường Mỹ Đình,38,5,,,,5,3,4,Have certificate,,6.4
Khánh Hòa,Nha Trang,Phường Phương Sơn,Đường Hải Đức,114,5.5,4,Đông,Đông,1,3,1,Have certificate,,3.6
Hồ Chí Minh,Gò Vấp,Phường 11,Đường Thống Nhất,60,5,12,,,3,4,4,Have certificate,Full,6.2
Hà Nội,Cầu Giấy,#N/A,Phường Dịch Vọng,39,3.5,,,,5,6,4,Have certificate,Full,7.85
Hải Phòng,Kiến An,Phường Quán Trữ,Ngõ 64,50,,,,,,2,1,Sale contract,,1.5
Khánh Hòa,Nha Trang,Phường Phước Tân,Đường Nguyễn Trãi,60,4.2,18,Đông - Nam,Đông - Nam,3,4,4,Have certificate,Full,10
Hồ Chí Minh,Gò Vấp,Phường 9,498//,50,4,4,Tây - Nam,,4,3,4,Have certificate,Basic,6
Hồ Chí Minh,Bình Chánh,Xã Bình Hưng,Dự án KDC 6B T30,100,5,12,Tây,Tây,3,,,,,9.5
Hồ Chí Minh,Bình Thạnh,Phường 21,Đường Xô Viết Nghệ Tĩnh,86,6,4,,,2,2,2,Have certificate,Basic,8.5
Hà Nội.,Nam Từ Liêm,Phường Mỹ Đình 1,Đường Mỹ Đình,40,5,,,,5,4,5,,,8.2
Hồ Chí Minh,Quận 8,Phường 4,Đường 232 Cao Lỗ khu Đồng Diều,54,4,12,Đông - Nam,Đông - Nam,3,,,Have certificate,,10
Khánh Hòa,Nha Trang,Xã Vĩnh Ngọc,Đường Xuân Lạc,110,5,5,Đông - Nam,Đông - Nam,3,4,3,Have certificate,Basic,3.2
Hà Nội,Hà Đông,Phường Văn Quán,Đường Chiến Thắng,39,,,,,5,,,Have certificate,Full,8.5
Hà Nội,Thanh Xuân,Phường Khương Đình,Đường Khương Trung,50,3.8,3,,,5,6,4,Have certificate,Full,6.9
Hồ Chí Minh,Quận 9,Phường Phú Hữu,Dự án Park Riverside Tân Cảng,75,5,12,Đông - Bắc,Đông - Bắc,3,3,4,Have certificate,,8
Hà Nội,Thanh Trì,Xã Tả Thanh Oai,Ngõ 11,40,,,,,2,,,Have certificate,,3.2
Hồ Chí Minh,Tân Phú,Phường Tân Thành,Đường Lũy Bán Bích,64,4,10,Tây - Nam,,,1,,Have certificate,,7.55
Hà Nội,Hoàng Mai,Phường Vĩnh Hưng,Đường Vĩnh Hưng,63,4,4,,,1,2,1,Have certificate,Full,8.4
Bình Định.,Quy Nhơn,Phường Đống Đa,Đường Trần Hưng Đạo,60,,,,,3,3,3,Have certificate,,6
Bình Dương,Thủ Dầu Một,Phường Hòa Phú,Dự án Midori Park,114,,,Tây,Tây,5,5,5,Sale contract,,9.7
Hà Nội,Đống Đa,Phường Khâm Thiên,Phố Khâm Thiên,20,3.2,3,,,4,3,3,Have certificate,Full,2.58
Bình Dương,Thủ Dầu Một,Phường Hòa Phú,Dự án Haruka Terrace & Haruka Residence,114,6,,Tây - Bắc,Đông - Nam,5,5,5,Sale contract,,9.3
Hồ Chí Minh,Gò Vấp,Phường 14,Đường Quang Trung,66.9,,,,,3,4,5,Have certificate,Full,6.5
Hà Nội,Long Biên,Phường Thượng Thanh,Đường Lý Sơn,30,,,,,2,2,2,Have certificate,Full,7
Đà Nẵng,Ngũ Hành Sơn,Phường Mỹ An,Đường Mỹ Đa Đông 12,112.5,6.4,5,Tây - Nam,,1,1,1,,,8
Bình Dương,Thủ Dầu Một,Phường Chánh Nghĩa,Đường Bùi Quốc Khánh,155,5,2.4,,,1,2,1,Have certificate,Full,3.1
Hà Nội,Thanh Trì,Xã Tân Triều,Đường Yên Xá,30,4,4,,,5,3,4,Have certificate,Basic,5.1
Hà Nội.,Nam Từ Liêm,Phường Mỹ Đình 1,Đường Mỹ Đình,33,4,,,,5,4,,Have certificate,Full,8
Hà Nội,Ba Đình,Phường Cống Vị,Đường Đào Tấn,45,4,4,,,4,4,5,Have certificate,Full,8.5
Hà Nội,Ba Đình,Phường Đội Cấn,Đường Đội Cấn,47,5,2.5,,,2,2,2,Have certificate,Full,4.8
Hà Nội,Thanh Xuân,Phường Khương Trung,Đường Khương Trung mới,38,,,,,5,4,3,Have certificate,Basic,7.2
Kiên Giang,Phú Quốc,Xã Cửa Dương,Đường Bến Tràm,544,8,20,,,,,,Have certificate,,7
Hồ Chí Minh,Gò Vấp,Phường 12,84//,60,,5,,,3,3,2,Have certificate,,5.95
Hồ Chí Minh,Tân Bình,Phường 11,Đường Phan Sào Nam,54,,,,,2,2,2,Have certificate,,6.8
Hà Nội,Thanh Trì,#N/A,Xã Tân Triều,25,,,,,1,,,Have certificate,Basic,3.6
Hà Nội,Long Biên,Phường Long Biên,Đường Đàm Quang Trung,35,,,,,,8,,Have certificate,Full,8.5
Quảng Nam,Điện Bàn,Phường Điện Ngọc,Dự án Ngân Câu Ngân Giang,95,,5.5,Đông - Bắc,Đông - Bắc,1,,,Have certificate,,1.55
Hà Nội,Cầu Giấy,Phường Dịch Vọng,Đường Cầu Giấy,43,35,3,,,4,5,4,Have certificate,Full,8.6
Bình Dương,Thuận An,Phường Lái Thiêu,Dự án Eco Xuân,100,,,,,2,3,3,Have certificate,Full,6.8
Hồ Chí Minh,Quận 7,Phường Tân Kiểng,Đường Lâm Văn Bền,75,6,,,,3,3,,Have certificate,Full,7.3
Hà Nội,Hai Bà Trưng,Phường Bạch Mai,Phố Bạch Mai,50,,,,,4,4,,Have certificate,Full,7.2
Hồ Chí Minh,Quận 5,Phường 4,Đường Trần Phú,39.05,3.55,,,,3,,,,,8.5
Hưng Yên,Văn Giang,Xã Nghĩa Trụ,Dự án The Crown - Vinhomes Ocean Park 3,90,6,15,Đông - Bắc,Đông - Bắc,5,6,6,Sale contract,,9
Hải Phòng,Ngô Quyền,Phường Vạn Mỹ,Đường Phương Lưu,40,,,Đông - Bắc,Đông - Bắc,4,4,4,Have certificate,Basic,2.7
Hà Nội,Huyện Hoài Đức,#N/A,Xã Sơn Đồng,31,3.5,2.5,Tây - Nam,Tây - Nam,5,3,4,Have certificate,Basic,3.45
Hà Nội,Hoàng Mai,Phường Định Công,Phố Vũ Tông Phan,44,,,,,5,4,3,Have certificate,Full,7.05
Hải Phòng,Hải An,Phường Đằng Hải,Đường Đằng Hải,52,,8,Đông - Bắc,Đông - Bắc,4,4,4,Have certificate,Full,5.2
Hải Phòng,Hồng Bàng,Phường Trại Chuối,Đường Đội Văn,52,4.6,4,Đông - Nam,,3,3,3,Have certificate,,3.3
Hải Phòng,Hồng Bàng,Phường Sở Dầu,Đường Kiến Thiết,50,4,,Tây - Nam,,3,,,Have certificate,,3.65
Hải Phòng,Lê Chân,#N/A,Phường Vĩnh Niệm,60,4.2,12,Bắc,Bắc,4,4,4,Have certificate,Basic,5.25
Hồ Chí Minh,Quận 9,Phường Phú Hữu,Dự án Melosa Garden,100,,12,,,3,4,4,Have certificate,,9.9
Hồ Chí Minh,Bình Tân,Phường Bình Hưng Hòa A,Đường Số 12,47,7,10,,,2,2,2,Have certificate,Full,3.5
Hồ Chí Minh,Quận 12,Phường Tân Hưng Thuận,Đường Đông Hưng Thuận 42,105,5,,Đông - Bắc,,,1,1,Have certificate,,6.3
Đà Nẵng,Thanh Khê,Phường Vĩnh Trung,Đường Lê Đình Lý,44,4,4,,,4,4,,Have certificate,Full,4.2
Đà Nẵng,Liên Chiểu,Phường Hòa Hiệp Nam,Dự án The Ori Garden,83.8,7,7,Đông - Bắc,Đông - Bắc,1,1,1,Have certificate,Basic,3.1
Hồ Chí Minh,Quận 12,Phường Đông Hưng Thuận,Đường Đông Hưng Thuận 11,110,6,10,,,1,2,1,Have certificate,Basic,8.5
Hồ Chí Minh,Bình Tân,Phường Bình Hưng Hòa A,Đường Số 14B,24,4,3,,,2,2,2,Have certificate,Full,2.45
Hồ Chí Minh,Quận 9,Phường Phú Hữu,Dự án Mega Village,90,8,,,,3,3,4,Have certificate,Full,8.6
Hà Nội,Thanh Trì,Xã Tứ Hiệp,Đường Cổ Điển A,42,3.5,,,,,,,Have certificate,,5
Hồ Chí Minh,Quận 9,Phường Phú Hữu,Dự án Melosa Garden,108,6,,,,3,4,4,Have certificate,Full,9.5
Hồ Chí Minh,Quận 9,Phường Phú Hữu,Dự án Melosa Garden,85,,,,,3,4,3,Have certificate,Full,8.3
Hồ Chí Minh,Gò Vấp,Phường 9,Đường Số 3,70,6.1,,,,3,3,3,,,6.5
Hồ Chí Minh,Quận 8,Phường 3,Đường Âu Dương Lân,62,,,,,2,4,4,Have certificate,,5.15
Hồ Chí Minh,Quận 9,Phường Phú Hữu,Dự án Mega Village,75,5,,,,3,3,3,Have certificate,,7.2
Hồ Chí Minh,Tân Bình,Phường 15,Đường Nguyễn Sỹ Sách,68,,,,,3,4,,Have certificate,,5.1
Kiên Giang,Rạch Giá,#N/A,Phường An Hòa,127.5,5,7,Đông - Nam,,2,3,3,,,3.9
Hồ Chí Minh,Quận 12,Phường An Phú Đông,Đường Vườn Lài,58,4,,,,2,3,2,Have certificate,Basic,3.25
Hà Nội,Đông Anh,Xã Bắc Hồng,Đường Bắc Hồng,45,4.7,4,,,,3,3,Have certificate,Full,2.3
Hà Nội,Ba Đình,Phường Giảng Võ,Đường Đê La Thành,31,3.8,3,,,5,3,4,Have certificate,Full,6.95
Hồ Chí Minh,Quận 2,Phường Cát Lái,Dự án Citi Bella,83.2,5.2,,Đông - Bắc,,3,4,3,Have certificate,,6.6
Hồ Chí Minh,Thủ Đức,Phường Hiệp Bình Chánh,Đường 38,58.6,,,,,3,4,3,Have certificate,Basic,6.7
Hà Nội,Hoàng Mai,Phường Định Công,Đường Định Công Hạ,30,,3,,,3,2,2,,,4.3
Phú Thọ,Thanh Thủy,Xã Bảo Yên,Dự án Wyndham Thanh Thủy,65,5,,,,3,3,3,,Full,3.5
Hồ Chí Minh,Quận 2,Phường Bình Trưng Tây,Đường Lê Văn Thịnh,70,,5,,,4,4,3,,,8.4
Hà Nội,Cầu Giấy,Phường Trung Hòa,Đường Tú Mỡ,45,4,3,,,5,9,9,Have certificate,Full,7.2
Hà Nội,Ba Đình,Phường Liễu Giai,Đường Hoàng Hoa Thám,30,,,,,5,3,,Have certificate,,5.6
Hưng Yên,Văn Giang,Xã Long Hưng,Dự án The Empire - Vinhomes Ocean Park 2,58.5,,,Tây - Nam,,,,,,,7.2
Hồ Chí Minh,Tân Bình,Phường 15,Hẻm 124/78,45,3,6,Đông - Bắc,,1,2,2,Have certificate,,4.45
Hồ Chí Minh,Tân Phú,Phường Tây Thạnh,Đường B3,130,,,,,,8,,Have certificate,Basic,9.5
Hà Nội,Tây Hồ,Phường Yên Phụ,Đường An Dương,30,4.5,,,,5,,,Have certificate,Full,6.2
Hồ Chí Minh,Thủ Đức,Phường Hiệp Bình Chánh,Đường Số 38,42,6,3,,,,2,2,,,1.85
Hồ Chí Minh,Tân Phú,Phường Tân Sơn Nhì,Đường Nguyễn Quý Anh,65,4.4,6,Đông,Đông,4,3,3,Have certificate,Basic,7.1
Hà Nội,Hoài Đức,#N/A,Xã Đông La,30,,,,,4,4,4,Have certificate,Full,2.79
Hà Nội,Thanh Xuân,Phường Khương Đình,Đường Khương Đình,30,,,,,5,5,3,Have certificate,Full,6.15
Hồ Chí Minh,Quận 2,Phường Bình Trưng Đông,Đường Số 37,62,,,,,,,,Have certificate,,5.5
Hồ Chí Minh,Tân Phú,Phường Tân Quý,Đường Nguyễn Súy,26,3.2,3.5,Đông,Đông,2,2,2,Have certificate,Full,3.3
Bắc Ninh,Từ Sơn,Xã Phù Chẩn,Dự án Centa Riverside,100,5,,,,3,,,Have certificate,,5.8
Hồ Chí Minh,Bình Tân,Phường Tân Tạo A,Đường Nguyễn Văn Cự,50,5,5,,,3,4,4,Have certificate,Basic,6.5
Bắc Ninh,Từ Sơn,Phường Phù Chẩn,Dự án Centa City,135,,,,,,,,Have certificate,,7.55
Hồ Chí Minh,Tân Phú,Phường Tân Quý,Đường Nguyễn Súy,25.5,6.7,3,Đông,Đông,2,2,1,Have certificate,Full,2.4
Thanh Hóa.,Hoằng Hóa,Xã Hoằng Trường,Dự án Flamingo Hải Tiến,96,,,,,4,,,,,4.5
Hồ Chí Minh,Thủ Đức,Phường Hiệp Bình Chánh,Đường 38,41.5,3.2,3,,,2,2,2,Sale contract,Full,1.6
Hà Nội,Long Biên,Phường Đức Giang,Đường Ô Cách,30,,2.5,Đông - Nam,,5,,,Have certificate,,4.95
Hà Nội,Long Biên,Phường Thạch Bàn,Đường Cổ Linh,35,3.3,,Đông - Bắc,,5,3,4,Have certificate,Full,4.45
Hà Nội,Long Biên,Phường Thạch Bàn,Đường Bát Khối,31,,,Tây - Bắc,,5,3,4,Have certificate,Full,3.85
Hà Nội,Hoài Đức,#N/A,Xã An Khánh,30,,,Đông - Nam,,5,3,4,Have certificate,Full,4.3
Hồ Chí Minh,Bình Tân,Phường Bình Trị Đông A,Đường Hương lộ 2,72,4,8,Tây,,3,4,5,,,5.95
Hồ Chí Minh,Quận 10,Phường 9,Đường Bà Hạt,43.2,,,,,2,2,2,Have certificate,,8.2
Hồ Chí Minh,Thủ Đức,Phường Hiệp Bình Phước,389,51,4.6,,,,5,4,5,Have certificate,,6.8
Đắk Lắk,Buôn Ma Thuột,Phường Tân An,Dự án Eco City Premia,157,6.3,24,Tây - Nam,Tây - Nam,4,5,5,Have certificate,,6.68
Hồ Chí Minh,Quận 8,Phường 3,Đường Âu Dương Lân,43,4.5,4,Tây,,3,3,3,Have certificate,Full,6.4
Hồ Chí Minh,Bình Tân,Phường Bình Hưng Hòa A,Đường 10A,30,,,,,2,2,2,Have certificate,Full,3.15
Đà Nẵng,Sơn Trà,Phường An Hải Bắc,Đường Thế Lữ,94,4.3,,,,3,3,4,Have certificate,,5.65
Long An,Cần Giuộc,Xã Long Thượng,Dự án The Sol City,75,5,14,Đông - Bắc,Đông - Bắc,3,3,3,,,3.2
Hồ Chí Minh,Quận 7,Phường Tân Hưng,Đường Trần Xuân Soạn,40,6,6,,,2,3,3,Have certificate,Full,3.45
Hồ Chí Minh,Gò Vấp,Phường 6,Đường Số 28,76,,,,,4,3,4,Have certificate,Full,8.5
Hồ Chí Minh,Bình Chánh,Xã Phong Phú,Dự án Lovera Park,75,5,,Đông - Nam,,,,,,,5.6
Thanh Hóa,Thanh Hóa,Phường Đông Hải,Dự án Central Riverside Thanh Hóa,106,6,67,Tây - Nam,Tây - Nam,5,5,6,Sale contract,,9.28
Hồ Chí Minh,Quận 9,Phường Hiệp Phú,Đường Lê Văn Việt,85,6,6,,,1,3,2,Have certificate,Basic,6.5
Hồ Chí Minh,Bình Chánh,Xã Phong Phú,Dự án Lovera Park,75,,30,Tây - Bắc,,3,4,3,Have certificate,,6.5
Hồ Chí Minh,Thủ Đức,Phường Phú Hữu,Đường Bưng Ông Thoàn,100,5,10,Đông - Nam,,3,5,4,,,5.2
Hồ Chí Minh,Tân Phú,Phường Hiệp Tân,Đường Tô Hiệu,60,,,,,4,3,4,Have certificate,Full,6.05
Hồ Chí Minh,Quận 12,Phường Tân Thới Nhất,Đường Trường Chinh,67,4,5,Bắc,Bắc,1,1,1,Have certificate,Basic,3.75
Quảng Ninh,Hạ Long,Phường Hà Khánh,Đường Hà Lầm,56.1,4.51,5,Tây - Bắc,Tây - Bắc,4,5,5,Have certificate,Basic,3
Hồ Chí Minh,Bình Tân,Phường Bình Trị Đông A,41,40,3,3,,,1,2,1,,Basic,2.75
Hồ Chí Minh,Quận 7,Phường Tân Phú,Đường Nguyễn Thị Thập,75,4,5,,,2,2,3,Have certificate,,8.4
Hưng Yên,Văn Lâm,Thị trấn Như Quỳnh,Dự án Như Quỳnh Center,74.5,,,,,4,,,Have certificate,Full,10
Hồ Chí Minh,Bình Thạnh,Phường 15,Đường Điện Biên Phủ,64,5,,,,3,4,4,Have certificate,Full,8.9
Hà Nội,Ba Đình,Phường Phúc Xá,Phố Nghĩa Dũng,16.5,,,,,,,,,,5.05
Hồ Chí Minh,Gò Vấp,Phường 14,Đường Lê Văn Thọ,67,4,10,,,3,5,5,Have certificate,Full,9.8
Hà Nội,Nam Từ Liêm,Phường Mỹ Đình 2,Đường Nguyễn Hoàng,40,3.3,,,,5,6,,,Full,8.5
Hà Nội,Long Biên,Phường Thạch Bàn,Đường Thạch Bàn,60,5,3,,,5,3,4,Have certificate,Basic,6.3
Hà Nội.,Nam Từ Liêm,Phường Mỹ Đình 1,Đường Mỹ Đình,55,5.7,5,Đông - Nam,Đông - Nam,4,5,5,Have certificate,Full,9
Hà Nội,Thanh Xuân,Phường Khương Đình,Ngõ 1,34,3.9,,,,5,3,4,Have certificate,Full,6.4
Hồ Chí Minh,Bình Tân,Phường Bình Hưng Hòa B,Đường Số 6,30,,4,,,2,3,3,Have certificate,Basic,2
Đồng Nai,Biên Hòa,Phường Bửu Hòa,Đường Bùi Hữu Nghĩa,158,6,22,Tây - Nam,Tây,1,3,2,Have certificate,,6
Hồ Chí Minh,Quận 12,Phường Tân Hưng Thuận,Đường Đông Hưng Thuận 6,92,4,12,Tây,,,3,2,Have certificate,,6.7
Hồ Chí Minh,Quận 12,Phường Tân Thới Nhất,Đường Tân Thới Nhất 5,75,,,Nam,,3,4,5,Have certificate,Basic,6.7
Hồ Chí Minh,Thủ Đức,Phường Linh Chiểu,Đường Số 17,91.3,6,,,,2,2,2,Have certificate,,9
Hồ Chí Minh,Quận 6,Phường 12,336/16/62 Đường Nguyễn Văn Luông,70,4.5,,,,1,2,2,Have certificate,Basic,9
Hà Nội,Đống Đa,Phường Kim Liên,Phố Khâm Thiên,38,3.5,35,,,6,3,5,Have certificate,Full,8.35
Hồ Chí Minh,Quận 8,Phường 3,Đường Âu Dương Lân,45,4.3,4,Tây,,3,3,3,Have certificate,Basic,6.4
Hà Nội,Bắc Từ Liêm,Phường Cổ Nhuế 1,Đường Cổ Nhuế,30,3.4,,,,5,3,4,,Basic,5.2
Hà Nội,Hà Đông,#N/A,Phường Nguyễn Trãi,50,,3.5,,,2,,,Have certificate,,6.6
Hải Phòng.,Hải An,Phường Cát Bi,Đường Cát Bi,50,4,25,Nam,Nam,4,3,3,,,9.2
Hà Nội,Hà Đông,Phường La Khê,Đường Phan Đình Giót,51,45,2,,,3,3,2,Have certificate,Full,5.5
Hà Nội,Hoàng Mai,Phường Đại Kim,Đường Đại Kim,31,6,,Tây - Nam,Tây,5,3,4,Have certificate,Full,4.7
Bến Tre,Bến Tre,Phường Phú Khương,Hẻm 549,340,,3,,,1,,,Have certificate,,1.6
Hồ Chí Minh,Quận 8,Phường 3,Đường Âu Dương Lân,42.9,3.9,,Đông - Bắc,,2,,,Have certificate,,6.3
Hồ Chí Minh,Tân Phú,#N/A,Phú Thạnh,16,4,4,,,2,1,1,Have certificate,,2.3
Hà Nội,Đống Đa,Phường Cát Linh,Đường Đông Tác,36,5.1,,,,6,,,Have certificate,,7.5
Đà Nẵng,Hải Châu,Phường Hòa Cường Bắc,Đường Tiểu La,72.6,4,4,Tây,,2,2,2,Have certificate,,3.85
Hà Nội,Thanh Trì,#N/A,Xã Ngọc Hồi,120,4.2,2,Tây - Bắc,,2,2,2,Have certificate,Basic,4.8
Hồ Chí Minh,Bình Tân,Phường Bình Trị Đông A,Hẻm 344,30,3,8,Nam,Nam,2,2,2,Have certificate,,3
Bình Dương,Thủ Dầu Một,Phường Tân An,Đường DX 115,109,,8,,,,3,2,Have certificate,Basic,3.35
Hà Nội,Hoàng Mai,Phường Đại Kim,Đường Kim Giang,57,,,,,4,4,3,Have certificate,Full,6.9
Hà Nội,Đống Đa,Phường Ngã Tư Sở,Đường Tây Sơn,46,,,,,4,,,Have certificate,,8.2
Đà Nẵng,Cẩm Lệ,Phường Hòa An,Đường Hòa An 19,200,10,7.5,,,3,6,5,Have certificate,,8.95
Hồ Chí Minh,Tân Bình,Phường 10,Đường Ni Sư Huỳnh Liên,37,,,,,2,2,2,Have certificate,,4.2
Hồ Chí Minh,Phú Nhuận,Phường 2,Đường Phan Xích Long,35,3.5,,,,5,,,Have certificate,,7.6
Hà Nội,Thanh Xuân,Phường Khương Trung,Đường Vương Thừa Vũ,58,,,,,5,4,,Have certificate,,6.6
Hồ Chí Minh,Bình Tân,Phường Tân Tạo,Đường Số 55A,64,4,10,Bắc,Bắc,3,3,3,Have certificate,Full,5.65
Hà Nội,Hà Đông,#N/A,Phường Phú La,42,,,,,5,,,,,5.95
Hồ Chí Minh,Quận 8,Phường 3,Đường Âu Dương Lân,43,4,4,,,4,3,3,Have certificate,Basic,6.4
Hà Nội,Đống Đa,Phường Thịnh Quang,Phố Thái Thịnh,46,3.6,,,,1,,,,,9.9
Hồ Chí Minh,Bình Tân,Phường Bình Trị Đông,Đường Liên Khu 1-6,63.2,4,12,Tây,,2,2,2,Have certificate,,5.85
Đồng Nai,Biên Hòa,Phường An Bình,Đường Trần Thị Hoa,90,5.5,4,,,2,3,2,Have certificate,,3.2
Hà Nội,Long Biên,Phường Việt Hưng,Phố Việt Hưng,40,3.3,,,,5,,,Have certificate,Basic,5.6
Hà Nội,Đống Đa,Phường Quang Trung,Đường Tây Sơn,50,4,3,,,4,4,3,Have certificate,Basic,8.7
Hồ Chí Minh,Quận 10,Phường 10,Đường Cách Mạng Tháng Tám,35,,,,,4,3,4,,,5.1
Hà Nội,Hà Đông,Phường Phú Lãm,Đường 21B,30,4,2,Đông - Nam,Đông - Nam,3,3,2,,Basic,2.4
Hà Nội,Thanh Trì,Xã Vĩnh Quỳnh,đường Quỳnh Đô,44,4,,,,,,,Have certificate,,4
Hà Nội,Đống Đa,#N/A,Phường Ô Chợ Dừa,40,4,,,,5,,,Have certificate,,8.9
Hà Nội,Đống Đa,Phường Ô Chợ Dừa,Phố Tôn Đức Thắng,36,3.8,,,,4,3,,Have certificate,,5.7
Hồ Chí Minh,Thủ Đức,#N/A,Phường Linh Tây,100,5,4,,,,5,,Have certificate,Basic,5.3
Hà Nội,Long Biên,Phường Bồ Đề,Đường Bồ Đề,30,,,,,5,,,Have certificate,,7.65
Hà Nội,Hoàng Mai,Phường Đại Kim,Đường Đại Từ,32,,,,,5,3,4,Have certificate,Full,4.9
Hà Nội,Nam Từ Liêm,Phường Phú Đô,Đường Lê Đức Thọ,35,,,,,5,3,4,Have certificate,Full,4.85
Hà Nội,Thanh Trì,Xã Vĩnh Quỳnh,Đường Vĩnh Quỳnh,128,,,,,2,,,,Full,7.7
Hồ Chí Minh,Quận 8,Phường 3,Đường Âu Dương Lân,42.2,4.1,3,,,3,3,3,Have certificate,Basic,6.4
Bình Dương,Dĩ An,Phường Dĩ An,Đường Nguyễn An Ninh,192,8,3.5,,,,,,Have certificate,,3.3
Hà Nội,Đống Đa,Phường Hàng Bột,Phố Tôn Đức Thắng,39,4.5,,,,5,3,,,,6.5
Hồ Chí Minh,Bình Tân,Phường Bình Trị Đông A,Đường Hương lộ 2,74,4,8,,,4,4,5,Have certificate,Full,5.9
Hà Nội,Hai Bà Trưng,#N/A,Phường Minh Khai,44,,,,,5,5,3,Have certificate,,6.8
Hà Nội,Ba Đình,Phường Đội Cấn,Đường Đội Cấn,45,7,3,,,4,3,3,Have certificate,Full,8.95
Bình Dương,Dĩ An,Phường Đông Hòa,Dự án Green Square,100,5,16,,,3,3,3,Have certificate,,6.5
Bình Dương,Thuận An,Phường An Phú,Dự án The Oasis,129.5,7,13,Tây,Tây,2,3,3,,,5.1
Bình Dương,Bến Cát,Phường Mỹ Phước,Dự án Oasis City,80,5,,,,3,,,,,1.65
Hồ Chí Minh,Hóc Môn,Xã Thới Tam Thôn,Đường Phạm Thị Giây,73,5,5,,,1,1,1,Sale contract,Basic,1.45
Hà Nội,Long Biên,Phường Phúc Lợi,Ngõ 197/41,38.3,3.4,3,,,4,3,3,Have certificate,Basic,4.75
Vĩnh Long,Long Hồ,Xã Thanh Đức,Đường Quốc Lộ 57,125,28,28,Tây - Nam,,3,4,3,Have certificate,Basic,2.75
Hà Nội,Ba Đình,Phường Phúc Xá,Đường Tân Ấp,40,4,3.5,,,5,3,3,Have certificate,Full,9.8
Hà Nội,Hai Bà Trưng,Phường Bách Khoa,Phố Lê Thanh Nghị,45,4.5,3,,,5,5,4,Have certificate,Full,8
Hà Nội,Bắc Từ Liêm,Phường Liên Mạc,Đường Đại Cát,31,3,,,,4,,,,Full,3.8
Hà Nội,Ba Đình,Phường Cống Vị,Ngõ 12 - 36,45,4,3,,,5,,,,,8.8
Hồ Chí Minh,Tân Bình,Phường 10,Đường Đồng Đen,64,4,8,Tây - Nam,,,6,3,Have certificate,,9.3
Hồ Chí Minh,Phú Nhuận,Phường 11,Đường Nguyễn Đình Chính,39,5.2,5,Đông - Nam,Đông - Nam,4,3,2,Have certificate,Full,7.5
Hồ Chí Minh,Bình Chánh,Xã Bình Hưng,Dự án Senturia Nam Sài Gòn,57,,,,,3,4,4,,,5.9
Hồ Chí Minh,Tân Phú,#N/A,Phường Phú Thạnh,36,4,4,,,2,2,2,Have certificate,Basic,5.2
Hồ Chí Minh,Thủ Đức,Phường Linh Xuân,Đường Số 8,76,5.5,,,,2,2,2,Have certificate,,4.2
Đà Nẵng,Ngũ Hành Sơn,Phường Khuê Mỹ,Đường Nước Mặn 7,125,5,7.5,,,3,4,5,Have certificate,Full,6.88
Hồ Chí Minh,Quận 9,Phường Tăng Nhơn Phú B,Đường Tăng Nhơn Phú,70.5,5,8,,,2,3,2,Have certificate,Basic,3.6
Hồ Chí Minh,Bình Chánh,Xã Vĩnh Lộc B,Dự án The Meadow Bình Chánh,100,,,,,,,,,,6.9
Đà Nẵng,Hải Châu,Phường Hòa Cường Nam,Đường Hóa Sơn 3,104,,,,,2,3,3,Have certificate,Full,8.8
Hồ Chí Minh,Tân Bình,Phường 15,Đường Trần Thái Tông,40,4,2,,,1,,,Have certificate,Basic,3
Bình Dương,Thành phố Thủ Dầu Một,#N/A,Dự án Khu đô thị sinh thái Chánh Mỹ,100,,,Tây - Nam,,2,4,4,Sale contract,,4
Hồ Chí Minh,Quận 12,Phường Thạnh Xuân,Đường Thạnh Xuân 38,95,,,,,3,5,3,Have certificate,Basic,5.2
Hồ Chí Minh,Tân Bình,Phường 2,24,45,4.5,6,,,3,4,4,Have certificate,Full,8.25
Hà Nội,Hà Đông,Phường Văn Quán,Đường Chiến Thắng,41,,,,,5,3,4,Have certificate,,8.1
Bình Dương,Thủ Dầu Một,Phường Hòa Phú,Đường Lê Hoàn,100,,,,,4,4,4,Sale contract,,7.1
Khánh Hòa,Nha Trang,Xã Vĩnh Ngọc,Phố Lương Định Của,75.3,7,5,,,2,3,3,Have certificate,Full,2.8
Hà Nội,Tây Hồ,Phường Xuân La,Đường Xuân La,50,4.2,3,Tây - Bắc,,5,5,4,Have certificate,Full,9.3
Khánh Hòa,Nha Trang,#N/A,Phường Phước Tiến,78,,,,,2,3,,Have certificate,Full,8.8
Đà Nẵng,Ngũ Hành Sơn,Phường Mỹ An,Đường An Thượng 20,81,5,5.5,Tây - Bắc,Tây - Bắc,2,3,2,Have certificate,Basic,6.35
Hồ Chí Minh,Tân Phú,Phường Tây Thạnh,Đường Nguyễn Hữu Tiến,60,,6,,,4,4,4,Have certificate,Full,5.6
Hải Phòng,Thủy Nguyên,Xã An Lư,Dự án Belhomes Hải Phòng,75,,,,,3,,,Have certificate,,3.87
Hà Nội,Hà Đông,Phường Văn Quán,Đường Văn Quán,41,,,,,5,4,4,Have certificate,,8.9
